Ticket_ID,Ticket_Type,Created_Date,Channel,Automation_Used,Resolution_Time_Hours,Resolved_First_Contact,Customer_Satisfaction,Resolved_Date
TKT-02158,Technical Issue,2024-01-23 11:15:00,Chatbot,No,3.03,No,1.0,2024-01-23 14:16:48
TKT-02159,Account Issue,2024-01-23 11:30:00,Self-Service,Yes,4.16,No,4.0,2024-01-23 15:39:36
TKT-02160,Technical Issue,2024-01-23 11:45:00,Self-Service,Yes,0.5,Yes,4.0,2024-01-23 12:15:00
TKT-02161,Account Issue,2024-01-23 12:00:00,Self-Service,No,5.21,Yes,1.0,2024-01-23 17:12:36
TKT-02162,Technical Issue,2024-01-23 12:15:00,Self-Service,Yes,2.76,Yes,5.0,2024-01-23 15:00:36
TKT-02163,Billing Issue,2024-01-23 12:30:00,Self-Service,No,2.15,No,3.0,2024-01-23 14:39:00
TKT-02164,Technical Issue,2024-01-23 12:45:00,Self-Service,Yes,5.1,Yes,5.0,2024-01-23 17:51:00
TKT-02165,Billing Issue,2024-01-23 13:00:00,Self-Service,Yes,0.5,Yes,4.0,2024-01-23 13:30:00
TKT-02166,Technical Issue,2024-01-23 13:15:00,Self-Service,Yes,3.55,Yes,3.0,2024-01-23 16:48:00
TKT-02167,Billing Issue,2024-01-23 13:30:00,Self-Service,Yes,6.58,Yes,3.0,2024-01-23 20:04:47
TKT-02168,Technical Issue,2024-01-23 13:45:00,Self-Service,No,3.92,Yes,4.0,2024-01-23 17:40:12
TKT-02169,Account Issue,2024-01-23 14:00:00,Self-Service,Yes,0.5,Yes,4.0,2024-01-23 14:30:00
TKT-02170,Billing Issue,2024-01-23 14:15:00,,Yes,8.34,No,3.0,2024-01-23 22:35:24
TKT-02171,General Inquiry,2024-01-23 14:30:00,Phone,No,2.29,Yes,3.0,2024-01-23 16:47:23
TKT-02172,Account Issue,2024-01-23 14:45:00,Chatbot,No,3.55,Yes,3.0,2024-01-23 18:18:00
TKT-02173,General Inquiry,2024-01-23 15:00:00,Self-Service,Yes,1.45,No,1.0,2024-01-23 16:27:00
TKT-02174,Account Issue,2024-01-23 15:15:00,Phone,Yes,3.98,Yes,4.0,2024-01-23 19:13:48
TKT-02175,Technical Issue,2024-01-23 15:30:00,Chatbot,Yes,4.04,Yes,2.0,2024-01-23 19:32:24
TKT-02176,Account Issue,2024-01-23 15:45:00,Chatbot,No,3.05,Yes,4.0,2024-01-23 18:48:00
TKT-02177,Account Issue,2024-01-23 16:00:00,Self-Service,No,2.7,No,5.0,2024-01-23 18:42:00
TKT-02178,Technical Issue,2024-01-23 16:15:00,Self-Service,No,8.88,No,5.0,2024-01-24 01:07:48
TKT-02179,Billing Issue,2024-01-23 16:30:00,,Yes,2.5,Yes,5.0,2024-01-23 19:00:00
TKT-02180,Technical Issue,2024-01-23 16:45:00,Self-Service,Yes,4.11,Yes,4.0,2024-01-23 20:51:36
TKT-02181,Technical Issue,2024-01-23 17:00:00,Self-Service,Yes,5.64,No,5.0,2024-01-23 22:38:24
TKT-02182,Account Issue,2024-01-23 17:15:00,Chatbot,Yes,4.07,Yes,1.0,2024-01-23 21:19:12
TKT-02183,General Inquiry,2024-01-23 17:30:00,Self-Service,Yes,4.06,Yes,5.0,2024-01-23 21:33:36
TKT-02184,Billing Issue,2024-01-23 17:45:00,Self-Service,No,1.21,No,5.0,2024-01-23 18:57:36
TKT-02185,Account Issue,2024-01-23 18:00:00,Chatbot,No,3.9,Yes,3.0,2024-01-23 21:54:00
TKT-02186,Account Issue,2024-01-23 18:15:00,Chatbot,Yes,2.55,Yes,3.0,2024-01-23 20:48:00
TKT-02187,Billing Issue,2024-01-23 18:30:00,Self-Service,Yes,5.88,No,1.0,2024-01-24 00:22:48
TKT-02188,Technical Issue,2024-01-23 18:45:00,Self-Service,Yes,4.86,Yes,3.0,2024-01-23 23:36:36
TKT-02189,Billing Issue,2024-01-23 19:00:00,Self-Service,Yes,7.48,Yes,5.0,2024-01-24 02:28:48
TKT-02190,Technical Issue,2024-01-23 19:15:00,Self-Service,Yes,3.83,No,4.0,2024-01-23 23:04:48
TKT-02191,Technical Issue,2024-01-23 19:30:00,Self-Service,Yes,9.11,No,4.0,2024-01-24 04:36:36
TKT-02192,Billing Issue,2024-01-23 19:45:00,Email,Yes,5.58,Yes,4.0,2024-01-24 01:19:47
TKT-02193,General Inquiry,2024-01-23 20:00:00,Chatbot,Yes,3.91,Yes,4.0,2024-01-23 23:54:36
TKT-02194,Account Issue,2024-01-23 20:15:00,Self-Service,Yes,2.53,Yes,5.0,2024-01-23 22:46:48
TKT-02195,Account Issue,2024-01-23 20:30:00,Self-Service,Yes,5.26,No,4.0,2024-01-24 01:45:36
TKT-02196,Account Issue,2024-01-23 20:45:00,,No,6.02,Yes,5.0,2024-01-24 02:46:12
TKT-02197,Billing Issue,2024-01-23 21:00:00,Self-Service,No,2.81,Yes,2.0,2024-01-23 23:48:36
TKT-02198,Billing Issue,2024-01-23 21:15:00,Chatbot,Yes,3.05,Yes,3.0,2024-01-24 00:18:00
TKT-02199,Technical Issue,2024-01-23 21:30:00,Self-Service,Yes,1.37,No,3.0,2024-01-23 22:52:12
TKT-02200,Billing Issue,2024-01-23 21:45:00,Self-Service,No,6.15,No,,2024-01-24 03:54:00
TKT-02201,Billing Issue,2024-01-23 22:00:00,Chatbot,No,3.55,Yes,1.0,2024-01-24 01:33:00
TKT-02202,General Inquiry,2024-01-23 22:15:00,Phone,No,5.27,Yes,4.0,2024-01-24 03:31:12
TKT-02203,Account Issue,2024-01-23 22:30:00,Self-Service,Yes,4.6,Yes,5.0,2024-01-24 03:06:00
TKT-02204,Technical Issue,2024-01-23 22:45:00,Self-Service,Yes,7.41,Yes,2.0,2024-01-24 06:09:36
TKT-02205,Technical Issue,2024-01-23 23:00:00,Chatbot,Yes,0.71,No,4.0,2024-01-23 23:42:36
TKT-02206,Billing Issue,2024-01-23 23:15:00,Self-Service,Yes,1.12,Yes,4.0,2024-01-24 00:22:12
TKT-02207,Technical Issue,2024-01-23 23:30:00,Chatbot,Yes,5.41,No,2.0,2024-01-24 04:54:36
TKT-02208,Billing Issue,2024-01-23 23:45:00,Chatbot,No,1.96,No,2.0,2024-01-24 01:42:36
TKT-02209,Account Issue,2024-01-24 00:00:00,Self-Service,Yes,1.2,Yes,5.0,2024-01-24 01:12:00
TKT-02210,Billing Issue,2024-01-24 00:15:00,Self-Service,Yes,5.42,Yes,3.0,2024-01-24 05:40:12
TKT-02211,General Inquiry,2024-01-24 00:30:00,Self-Service,Yes,2.98,Yes,4.0,2024-01-24 03:28:48
TKT-02212,Account Issue,2024-01-24 00:45:00,Self-Service,Yes,1.73,No,5.0,2024-01-24 02:28:48
TKT-02213,Account Issue,2024-01-24 01:00:00,Chatbot,No,6.34,No,3.0,2024-01-24 07:20:24
TKT-02214,Account Issue,2024-01-24 01:15:00,Self-Service,Yes,5.65,Yes,5.0,2024-01-24 06:54:00
TKT-02215,Technical Issue,2024-01-24 01:30:00,Self-Service,Yes,2.01,Yes,2.0,2024-01-24 03:30:36
TKT-02216,Technical Issue,2024-01-24 01:45:00,Self-Service,Yes,6.47,Yes,4.0,2024-01-24 08:13:12
TKT-02217,General Inquiry,2024-01-24 02:00:00,Email,Yes,5.67,Yes,5.0,2024-01-24 07:40:12
TKT-02218,Account Issue,2024-01-24 02:15:00,Phone,Yes,2.55,No,4.0,2024-01-24 04:48:00
TKT-02219,Account Issue,2024-01-24 02:30:00,Self-Service,Yes,2.59,Yes,4.0,2024-01-24 05:05:24
TKT-02220,Technical Issue,2024-01-24 02:45:00,Self-Service,Yes,5.51,Yes,5.0,2024-01-24 08:15:36
TKT-02221,Technical Issue,2024-01-24 03:00:00,Chatbot,Yes,2.43,Yes,4.0,2024-01-24 05:25:48
TKT-02222,Technical Issue,2024-01-24 03:15:00,Chatbot,No,3.83,Yes,5.0,2024-01-24 07:04:48
TKT-02223,Account Issue,2024-01-24 03:30:00,Self-Service,Yes,4.25,Yes,3.0,2024-01-24 07:45:00
TKT-02224,Billing Issue,2024-01-24 03:45:00,Self-Service,Yes,2.13,No,4.0,2024-01-24 05:52:48
TKT-02225,Technical Issue,2024-01-24 04:00:00,Self-Service,Yes,2.37,Yes,4.0,2024-01-24 06:22:12
TKT-02226,Account Issue,2024-01-24 04:15:00,,Yes,5.64,Yes,4.0,2024-01-24 09:53:24
TKT-02227,Account Issue,2024-01-24 04:30:00,Self-Service,Yes,3.09,Yes,3.0,2024-01-24 07:35:24
TKT-02228,Account Issue,2024-01-24 04:45:00,Chatbot,Yes,1.73,Yes,4.0,2024-01-24 06:28:48
TKT-02229,Technical Issue,2024-01-24 05:00:00,Phone,Yes,3.53,Yes,,2024-01-24 08:31:48
TKT-02230,Billing Issue,2024-01-24 05:15:00,Chatbot,No,0.94,Yes,2.0,2024-01-24 06:11:24
TKT-02231,Billing Issue,2024-01-24 05:30:00,Chatbot,Yes,5.31,No,4.0,2024-01-24 10:48:36
TKT-02232,Technical Issue,2024-01-24 05:45:00,Self-Service,Yes,1.28,Yes,,2024-01-24 07:01:48
TKT-02233,Account Issue,2024-01-24 06:00:00,Self-Service,No,6.55,Yes,2.0,2024-01-24 12:33:00
TKT-02234,Billing Issue,2024-01-24 06:15:00,Chatbot,No,5.92,No,5.0,2024-01-24 12:10:12
TKT-02235,Billing Issue,2024-01-24 06:30:00,Self-Service,Yes,4.86,No,4.0,2024-01-24 11:21:36
TKT-02236,General Inquiry,2024-01-24 06:45:00,Self-Service,Yes,5.69,Yes,5.0,2024-01-24 12:26:24
TKT-02237,Technical Issue,2024-01-24 07:00:00,Self-Service,Yes,5.38,Yes,4.0,2024-01-24 12:22:48
TKT-02238,Billing Issue,2024-01-24 07:15:00,Self-Service,Yes,5.19,Yes,5.0,2024-01-24 12:26:24
TKT-02239,Technical Issue,2024-01-24 07:30:00,Email,Yes,5.01,Yes,3.0,2024-01-24 12:30:36
TKT-02240,Technical Issue,2024-01-24 07:45:00,Self-Service,Yes,2.97,Yes,3.0,2024-01-24 10:43:12
TKT-02241,Technical Issue,2024-01-24 08:00:00,Self-Service,No,6.11,No,4.0,2024-01-24 14:06:36
TKT-02242,Account Issue,2024-01-24 08:15:00,Self-Service,No,6.08,Yes,1.0,2024-01-24 14:19:48
TKT-02243,Account Issue,2024-01-24 08:30:00,Self-Service,Yes,0.5,No,4.0,2024-01-24 09:00:00
TKT-02244,Technical Issue,2024-01-24 08:45:00,Self-Service,Yes,5.57,Yes,4.0,2024-01-24 14:19:11
TKT-02245,Technical Issue,2024-01-24 09:00:00,Email,Yes,1.82,Yes,3.0,2024-01-24 10:49:12
TKT-02246,Technical Issue,2024-01-24 09:15:00,Self-Service,Yes,3.56,Yes,4.0,2024-01-24 12:48:36
TKT-02247,Technical Issue,2024-01-24 09:30:00,Self-Service,Yes,5.37,Yes,1.0,2024-01-24 14:52:12
TKT-02248,Account Issue,2024-01-24 09:45:00,Chatbot,Yes,6.14,Yes,1.0,2024-01-24 15:53:24
TKT-02249,Account Issue,2024-01-24 10:00:00,Chatbot,No,3.87,Yes,3.0,2024-01-24 13:52:12
TKT-02250,Account Issue,2024-01-24 10:15:00,Email,Yes,2.89,Yes,5.0,2024-01-24 13:08:24
TKT-02251,Technical Issue,2024-01-24 10:30:00,Email,Yes,3.01,Yes,3.0,2024-01-24 13:30:36
TKT-02252,Technical Issue,2024-01-24 10:45:00,Chatbot,Yes,6.77,Yes,2.0,2024-01-24 17:31:12
TKT-02253,Billing Issue,2024-01-24 11:00:00,Self-Service,Yes,1.18,Yes,4.0,2024-01-24 12:10:48
TKT-02254,Technical Issue,2024-01-24 11:15:00,Chatbot,No,5.87,Yes,3.0,2024-01-24 17:07:12
TKT-02255,Account Issue,2024-01-24 11:30:00,Self-Service,Yes,6.08,Yes,5.0,2024-01-24 17:34:48
TKT-02256,Account Issue,2024-01-24 11:45:00,Phone,No,5.57,Yes,3.0,2024-01-24 17:19:11
TKT-02257,Billing Issue,2024-01-24 12:00:00,Chatbot,No,3.75,No,4.0,2024-01-24 15:45:00
TKT-02258,Technical Issue,2024-01-24 12:15:00,Self-Service,Yes,4.64,No,4.0,2024-01-24 16:53:24
TKT-02259,Technical Issue,2024-01-24 12:30:00,Chatbot,No,3.8,Yes,3.0,2024-01-24 16:18:00
TKT-02260,Billing Issue,2024-01-24 12:45:00,Self-Service,Yes,4.69,Yes,5.0,2024-01-24 17:26:24
TKT-02261,General Inquiry,2024-01-24 13:00:00,Self-Service,Yes,3.32,No,,2024-01-24 16:19:12
TKT-02262,Billing Issue,2024-01-24 13:15:00,,Yes,3.49,Yes,5.0,2024-01-24 16:44:24
TKT-02263,Technical Issue,2024-01-24 13:30:00,Phone,Yes,5.5,Yes,5.0,2024-01-24 19:00:00
TKT-02264,Billing Issue,2024-01-24 13:45:00,Self-Service,No,0.5,No,3.0,2024-01-24 14:15:00
TKT-02265,Account Issue,2024-01-24 14:00:00,Self-Service,Yes,6.43,Yes,4.0,2024-01-24 20:25:48
TKT-02266,Billing Issue,2024-01-24 14:15:00,Chatbot,No,5.04,No,4.0,2024-01-24 19:17:24
TKT-02267,Technical Issue,2024-01-24 14:30:00,Email,Yes,5.92,Yes,4.0,2024-01-24 20:25:12
TKT-02268,Billing Issue,2024-01-24 14:45:00,Phone,No,3.72,No,3.0,2024-01-24 18:28:12
TKT-02269,Technical Issue,2024-01-24 15:00:00,Self-Service,Yes,5.8,Yes,3.0,2024-01-24 20:48:00
TKT-02270,Billing Issue,2024-01-24 15:15:00,Chatbot,Yes,2.71,Yes,4.0,2024-01-24 17:57:36
TKT-02271,General Inquiry,2024-01-24 15:30:00,Self-Service,Yes,9.72,No,4.0,2024-01-25 01:13:12
TKT-02272,Account Issue,2024-01-24 15:45:00,Email,No,4.7,Yes,5.0,2024-01-24 20:27:00
TKT-02273,Technical Issue,2024-01-24 16:00:00,Chatbot,No,1.09,Yes,1.0,2024-01-24 17:05:24
TKT-02274,Technical Issue,2024-01-24 16:15:00,Chatbot,Yes,3.5,Yes,3.0,2024-01-24 19:45:00
TKT-02275,Technical Issue,2024-01-24 16:30:00,Chatbot,Yes,2.73,Yes,2.0,2024-01-24 19:13:48
TKT-02276,Technical Issue,2024-01-24 16:45:00,Self-Service,No,4.13,Yes,2.0,2024-01-24 20:52:48
TKT-02277,Technical Issue,2024-01-24 17:00:00,Phone,Yes,6.57,Yes,1.0,2024-01-24 23:34:11
TKT-02278,Technical Issue,2024-01-24 17:15:00,Self-Service,No,2.26,Yes,4.0,2024-01-24 19:30:36
TKT-02279,Account Issue,2024-01-24 17:30:00,Email,Yes,6.23,No,4.0,2024-01-24 23:43:48
TKT-02280,Technical Issue,2024-01-24 17:45:00,Chatbot,Yes,2.76,No,4.0,2024-01-24 20:30:36
TKT-02281,Account Issue,2024-01-24 18:00:00,,Yes,4.18,Yes,4.0,2024-01-24 22:10:48
TKT-02282,General Inquiry,2024-01-24 18:15:00,Chatbot,Yes,2.44,No,,2024-01-24 20:41:24
TKT-02283,General Inquiry,2024-01-24 18:30:00,Self-Service,Yes,2.26,Yes,5.0,2024-01-24 20:45:36
TKT-02284,Account Issue,2024-01-24 18:45:00,Self-Service,Yes,5.28,Yes,2.0,2024-01-25 00:01:48
TKT-02285,Account Issue,2024-01-24 19:00:00,Self-Service,Yes,3.91,Yes,4.0,2024-01-24 22:54:36
TKT-02286,Technical Issue,2024-01-24 19:15:00,Self-Service,No,5.11,Yes,4.0,2024-01-25 00:21:36
TKT-02287,Account Issue,2024-01-24 19:30:00,Self-Service,Yes,4.4,Yes,4.0,2024-01-24 23:54:00
TKT-02288,Account Issue,2024-01-24 19:45:00,Chatbot,Yes,1.84,No,3.0,2024-01-24 21:35:24
TKT-02289,Billing Issue,2024-01-24 20:00:00,Self-Service,Yes,3.76,Yes,3.0,2024-01-24 23:45:36
TKT-02290,Technical Issue,2024-01-24 20:15:00,Chatbot,Yes,4.45,Yes,5.0,2024-01-25 00:42:00
TKT-02291,Billing Issue,2024-01-24 20:30:00,Phone,Yes,3.32,Yes,4.0,2024-01-24 23:49:12
TKT-02292,General Inquiry,2024-01-24 20:45:00,Chatbot,Yes,3.93,Yes,3.0,2024-01-25 00:40:48
TKT-02293,Account Issue,2024-01-24 21:00:00,Chatbot,Yes,2.79,No,5.0,2024-01-24 23:47:24
TKT-02294,Account Issue,2024-01-24 21:15:00,Self-Service,Yes,1.11,Yes,5.0,2024-01-24 22:21:36
TKT-02295,Account Issue,2024-01-24 21:30:00,Chatbot,Yes,2.54,Yes,2.0,2024-01-25 00:02:24
TKT-02296,Technical Issue,2024-01-24 21:45:00,Phone,No,5.64,Yes,4.0,2024-01-25 03:23:24
TKT-02297,Account Issue,2024-01-24 22:00:00,Self-Service,Yes,6.67,Yes,3.0,2024-01-25 04:40:12
TKT-02298,Technical Issue,2024-01-24 22:15:00,Chatbot,Yes,0.5,Yes,5.0,2024-01-24 22:45:00
TKT-02299,Technical Issue,2024-01-24 22:30:00,Self-Service,No,4.84,Yes,1.0,2024-01-25 03:20:24
TKT-02300,Account Issue,2024-01-24 22:45:00,Phone,Yes,4.75,Yes,3.0,2024-01-25 03:30:00
TKT-02301,Billing Issue,2024-01-24 23:00:00,Self-Service,Yes,2.49,Yes,1.0,2024-01-25 01:29:24
TKT-02302,Technical Issue,2024-01-24 23:15:00,Self-Service,Yes,5.91,No,4.0,2024-01-25 05:09:36
TKT-02303,Billing Issue,2024-01-24 23:30:00,,No,4.78,No,3.0,2024-01-25 04:16:48
TKT-02304,General Inquiry,2024-01-24 23:45:00,Phone,No,4.72,Yes,3.0,2024-01-25 04:28:12
TKT-02305,General Inquiry,2024-01-25 00:00:00,Chatbot,No,2.64,Yes,,2024-01-25 02:38:24
TKT-02306,Technical Issue,2024-01-25 00:15:00,Chatbot,No,4.76,Yes,4.0,2024-01-25 05:00:36
TKT-02307,Technical Issue,2024-01-25 00:30:00,Self-Service,Yes,5.61,Yes,5.0,2024-01-25 06:06:36
TKT-02308,Technical Issue,2024-01-25 00:45:00,Phone,Yes,7.0,Yes,4.0,2024-01-25 07:45:00
TKT-02309,Technical Issue,2024-01-25 01:00:00,,Yes,5.06,Yes,4.0,2024-01-25 06:03:36
TKT-02310,General Inquiry,2024-01-25 01:15:00,Self-Service,Yes,7.15,No,3.0,2024-01-25 08:24:00
TKT-02311,General Inquiry,2024-01-25 01:30:00,,Yes,3.6,Yes,2.0,2024-01-25 05:06:00
TKT-02312,Technical Issue,2024-01-25 01:45:00,Phone,No,4.24,No,1.0,2024-01-25 05:59:24
TKT-02313,Technical Issue,2024-01-25 02:00:00,Self-Service,Yes,3.7,No,3.0,2024-01-25 05:42:00
TKT-02314,Billing Issue,2024-01-25 02:15:00,Email,Yes,4.42,Yes,3.0,2024-01-25 06:40:12
TKT-02315,Technical Issue,2024-01-25 02:30:00,Chatbot,Yes,8.13,Yes,4.0,2024-01-25 10:37:48
TKT-02316,Billing Issue,2024-01-25 02:45:00,Self-Service,Yes,1.58,Yes,3.0,2024-01-25 04:19:47
TKT-02317,Billing Issue,2024-01-25 03:00:00,Chatbot,Yes,0.79,Yes,4.0,2024-01-25 03:47:24
TKT-02318,Technical Issue,2024-01-25 03:15:00,Self-Service,Yes,3.69,Yes,2.0,2024-01-25 06:56:24
TKT-02319,Account Issue,2024-01-25 03:30:00,Chatbot,No,9.36,Yes,5.0,2024-01-25 12:51:36
TKT-02320,Billing Issue,2024-01-25 03:45:00,Self-Service,Yes,4.37,No,1.0,2024-01-25 08:07:12
TKT-02321,Technical Issue,2024-01-25 04:00:00,Self-Service,Yes,4.7,Yes,1.0,2024-01-25 08:42:00
TKT-02322,Technical Issue,2024-01-25 04:15:00,Email,No,3.23,No,,2024-01-25 07:28:48
TKT-02323,Account Issue,2024-01-25 04:30:00,Self-Service,Yes,4.99,Yes,4.0,2024-01-25 09:29:24
TKT-02324,Account Issue,2024-01-25 04:45:00,Chatbot,No,2.27,No,3.0,2024-01-25 07:01:12
TKT-02325,Billing Issue,2024-01-25 05:00:00,Self-Service,Yes,5.16,Yes,4.0,2024-01-25 10:09:36
TKT-02326,Technical Issue,2024-01-25 05:15:00,,No,3.12,Yes,4.0,2024-01-25 08:22:12
TKT-02327,General Inquiry,2024-01-25 05:30:00,Self-Service,Yes,5.61,Yes,2.0,2024-01-25 11:06:36
TKT-02328,Technical Issue,2024-01-25 05:45:00,Self-Service,Yes,4.29,Yes,4.0,2024-01-25 10:02:23
TKT-02329,Billing Issue,2024-01-25 06:00:00,Self-Service,Yes,2.63,Yes,2.0,2024-01-25 08:37:48
TKT-02330,Billing Issue,2024-01-25 06:15:00,Chatbot,No,2.91,Yes,2.0,2024-01-25 09:09:36
TKT-02331,Account Issue,2024-01-25 06:30:00,Self-Service,No,0.5,Yes,4.0,2024-01-25 07:00:00
TKT-02332,General Inquiry,2024-01-25 06:45:00,Self-Service,No,3.85,Yes,1.0,2024-01-25 10:36:00
TKT-02333,Account Issue,2024-01-25 07:00:00,Self-Service,Yes,3.43,Yes,5.0,2024-01-25 10:25:48
TKT-02334,Account Issue,2024-01-25 07:15:00,Email,Yes,6.47,Yes,4.0,2024-01-25 13:43:12
TKT-02335,Technical Issue,2024-01-25 07:30:00,Chatbot,Yes,4.07,Yes,1.0,2024-01-25 11:34:12
TKT-02336,General Inquiry,2024-01-25 07:45:00,Self-Service,No,3.84,Yes,2.0,2024-01-25 11:35:24
TKT-02337,Account Issue,2024-01-25 08:00:00,Self-Service,Yes,-7.34,Yes,4.0,2024-01-25 15:20:24
TKT-02338,Technical Issue,2024-01-25 08:15:00,Self-Service,Yes,3.59,Yes,4.0,2024-01-25 11:50:24
TKT-02339,Technical Issue,2024-01-25 08:30:00,Self-Service,Yes,4.55,Yes,3.0,2024-01-25 13:03:00
TKT-02340,Technical Issue,2024-01-25 08:45:00,Self-Service,Yes,2.44,Yes,3.0,2024-01-25 11:11:24
TKT-02341,Technical Issue,2024-01-25 09:00:00,Self-Service,Yes,4.74,Yes,3.0,2024-01-25 13:44:24
TKT-02342,Account Issue,2024-01-25 09:15:00,Email,Yes,-3.62,Yes,4.0,2024-01-25 12:52:12
TKT-02343,Technical Issue,2024-01-25 09:30:00,Self-Service,No,1.03,Yes,1.0,2024-01-25 10:31:48
TKT-02344,Billing Issue,2024-01-25 09:45:00,Self-Service,No,0.64,Yes,3.0,2024-01-25 10:23:24
TKT-02345,Account Issue,2024-01-25 10:00:00,Self-Service,No,3.82,No,5.0,2024-01-25 13:49:12
TKT-02346,Billing Issue,2024-01-25 10:15:00,Chatbot,Yes,3.92,Yes,3.0,2024-01-25 14:10:12
TKT-02347,Technical Issue,2024-01-25 10:30:00,Self-Service,Yes,2.75,No,5.0,2024-01-25 13:15:00
TKT-02348,Account Issue,2024-01-25 10:45:00,Self-Service,No,0.5,Yes,3.0,2024-01-25 11:15:00
TKT-02349,Billing Issue,2024-01-25 11:00:00,Chatbot,Yes,6.25,Yes,5.0,2024-01-25 17:15:00
TKT-02350,General Inquiry,2024-01-25 11:15:00,Chatbot,Yes,4.92,Yes,4.0,2024-01-25 16:10:12
TKT-02351,Account Issue,2024-01-25 11:30:00,Self-Service,Yes,6.55,No,3.0,2024-01-25 18:03:00
TKT-02352,Technical Issue,2024-01-25 11:45:00,Chatbot,Yes,3.98,Yes,4.0,2024-01-25 15:43:48
TKT-02353,Technical Issue,2024-01-25 12:00:00,Chatbot,Yes,4.51,Yes,5.0,2024-01-25 16:30:36
TKT-02354,Account Issue,2024-01-25 12:15:00,Email,No,6.16,Yes,5.0,2024-01-25 18:24:36
TKT-02355,Technical Issue,2024-01-25 12:30:00,Chatbot,Yes,2.74,Yes,4.0,2024-01-25 15:14:24
TKT-02356,General Inquiry,2024-01-25 12:45:00,Email,Yes,3.67,Yes,4.0,2024-01-25 16:25:12
TKT-02357,Technical Issue,2024-01-25 13:00:00,Chatbot,No,3.74,Yes,4.0,2024-01-25 16:44:24
TKT-02358,Billing Issue,2024-01-25 13:15:00,Self-Service,Yes,-4.12,Yes,5.0,2024-01-25 17:22:12
TKT-02359,Technical Issue,2024-01-25 13:30:00,,Yes,3.44,No,5.0,2024-01-25 16:56:24
TKT-02360,Technical Issue,2024-01-25 13:45:00,Chatbot,Yes,1.41,Yes,4.0,2024-01-25 15:09:36
TKT-02361,Billing Issue,2024-01-25 14:00:00,Phone,No,1.96,No,4.0,2024-01-25 15:57:36
TKT-02362,Billing Issue,2024-01-25 14:15:00,Chatbot,Yes,4.92,No,3.0,2024-01-25 19:10:12
TKT-02363,Technical Issue,2024-01-25 14:30:00,Email,Yes,0.87,No,4.0,2024-01-25 15:22:12
TKT-02364,Account Issue,2024-01-25 14:45:00,Email,Yes,4.63,Yes,2.0,2024-01-25 19:22:48
TKT-02365,Billing Issue,2024-01-25 15:00:00,Chatbot,Yes,4.3,Yes,4.0,2024-01-25 19:18:00
TKT-02366,Technical Issue,2024-01-25 15:15:00,Self-Service,Yes,2.17,Yes,5.0,2024-01-25 17:25:12
TKT-02367,Account Issue,2024-01-25 15:30:00,,Yes,1.12,No,3.0,2024-01-25 16:37:12
TKT-02368,Billing Issue,2024-01-25 15:45:00,Self-Service,Yes,6.21,Yes,2.0,2024-01-25 21:57:36
TKT-02369,Billing Issue,2024-01-25 16:00:00,Email,Yes,5.65,Yes,3.0,2024-01-25 21:39:00
TKT-02370,Technical Issue,2024-01-25 16:15:00,Email,Yes,0.5,Yes,5.0,2024-01-25 16:45:00
TKT-02371,General Inquiry,2024-01-25 16:30:00,Chatbot,Yes,4.49,Yes,4.0,2024-01-25 20:59:24
TKT-02372,Account Issue,2024-01-25 16:45:00,Chatbot,Yes,2.18,Yes,2.0,2024-01-25 18:55:48
TKT-02373,Billing Issue,2024-01-25 17:00:00,Chatbot,Yes,5.56,No,4.0,2024-01-25 22:33:36
TKT-02374,Technical Issue,2024-01-25 17:15:00,Chatbot,No,2.3,Yes,3.0,2024-01-25 19:33:00
TKT-02375,Account Issue,2024-01-25 17:30:00,Self-Service,Yes,2.5,Yes,3.0,2024-01-25 20:00:00
TKT-02376,Account Issue,2024-01-25 17:45:00,Phone,Yes,0.82,Yes,2.0,2024-01-25 18:34:12
TKT-02377,Billing Issue,2024-01-25 18:00:00,Self-Service,Yes,4.43,Yes,4.0,2024-01-25 22:25:48
TKT-02378,Account Issue,2024-01-25 18:15:00,Email,Yes,4.75,Yes,3.0,2024-01-25 23:00:00
TKT-02379,Technical Issue,2024-01-25 18:30:00,Email,No,4.06,Yes,4.0,2024-01-25 22:33:36
TKT-02380,Billing Issue,2024-01-25 18:45:00,Self-Service,Yes,4.78,Yes,4.0,2024-01-25 23:31:48
TKT-02381,Account Issue,2024-01-25 19:00:00,Self-Service,Yes,3.45,No,4.0,2024-01-25 22:27:00
TKT-02382,Technical Issue,2024-01-25 19:15:00,Self-Service,Yes,3.65,Yes,3.0,2024-01-25 22:54:00
TKT-02383,Account Issue,2024-01-25 19:30:00,Email,Yes,3.25,Yes,2.0,2024-01-25 22:45:00
TKT-02384,Technical Issue,2024-01-25 19:45:00,Self-Service,Yes,6.72,Yes,3.0,2024-01-26 02:28:12
TKT-02385,Account Issue,2024-01-25 20:00:00,Chatbot,Yes,4.29,Yes,5.0,2024-01-26 00:17:23
TKT-02386,Account Issue,2024-01-25 20:15:00,Self-Service,Yes,0.5,Yes,4.0,2024-01-25 20:45:00
TKT-02387,General Inquiry,2024-01-25 20:30:00,Chatbot,Yes,0.96,Yes,5.0,2024-01-25 21:27:36
TKT-02388,Account Issue,2024-01-25 20:45:00,Chatbot,No,3.94,No,4.0,2024-01-26 00:41:24
TKT-02389,Account Issue,2024-01-25 21:00:00,Chatbot,Yes,1.45,Yes,1.0,2024-01-25 22:27:00
